state,qdate,quarter_str,ave_intrate,pct_lt3,pct_3_4,pct_4_5,pct_5_6,pct_ge6,tot_loans,share_locked_in,mortgage_rate_30yr,rate_gap,permits,hpi,hpi_yoy,unemp_rate,zhvi,zhvi_yoy,new_listing_count,active_listing_count,median_days_on_market,median_listing_price,net_migration_lag1,covid_dummy,ln_permits,ln_new_listings,post_2022
ND,2024-07-01,2024Q3,4.0,27.9,32.1,17.0,9.0,13.9,111.0,77.0,6.509166666666666,2.5091666666666663,452.12539095976,498.57,4.739396231171611,2.5,259985.98405192792,1.368131876890577,2602.0,1966.0,52.333333333333336,370161.0,1.186783065,0,6.116168888416313,7.864419904994565,1
ND,2024-10-01,2024Q4,4.0,27.4,31.5,16.8,9.7,14.6,111.0,75.7,6.649333333333334,2.6493333333333338,597.05849847768,498.16,5.117005338566405,2.5,262890.80634788907,3.453301396308861,1784.0,2146.0,64.0,353699.6666666667,1.186783065,0,6.393688572707492,7.487173694213739,1
ND,2025-01-01,2025Q1,4.1,27.1,31.0,16.4,9.8,15.7,111.0,74.5,6.816833333333332,2.7168333333333328,564.400948308533,504.17,5.457245649263731,2.6,266622.19386996445,5.515277046329792,1596.0,1696.0,81.66666666666667,362474.0,-0.535287872,0,6.3375351224928425,7.3758821482150125,1
ND,2025-04-01,2025Q2,4.1,26.6,30.2,16.0,10.0,17.3,111.0,72.8,6.7861666666666665,2.686166666666667,596.588105862755,515.64,5.659604114585459,2.533333333333333,268042.10427686037,4.345690685740511,2830.0,1633.0,47.666666666666664,374201.0,-0.535287872,0,6.392901730445763,7.9483852851118995,1
ND,2025-07-01,2025Q3,4.2,26.2,29.7,15.6,10.0,18.5,111.0,71.5,6.553333333333334,2.3533333333333335,605.729106552156,527.16,5.734400385101379,2.533333333333333,270062.32100784994,3.875723144332821,2484.0,2100.0,57.0,368091.6666666667,-0.535287872,0,6.408082408994703,7.818027938530729,1
NE,2016-07-01,2016Q3,4.4,5.2,38.9,31.0,12.0,12.9,304.0,75.1,3.4450000000000003,-0.9550000000000001,2078.918663866917,293.57,4.291449074567466,3.2000000000000006,149382.89516600317,5.4510786295325575,7070.0,4975.0,51.0,187800.0,-1.207312592,0,7.640084068020649,8.863757191604241,0
NE,2016-10-01,2016Q4,4.4,5.5,40.8,30.1,11.4,12.3,304.0,76.4,3.812666666666667,-0.5873333333333335,1980.0083360376912,294.31,4.151036874513414,3.1666666666666665,151224.00769727954,5.004439151487272,5118.0,5178.0,59.666666666666664,184310.33333333334,-1.207312592,0,7.591361254684493,8.540714386457584,0
NE,2017-01-01,2017Q1,4.4,5.4,41.0,30.8,11.0,11.8,303.0,77.2,4.171166666666667,-0.22883333333333322,2411.816588114469,297.91,5.525840388225722,3.0,153229.12306028375,4.644992502258161,5934.0,4096.0,65.0,196158.33333333334,-1.030921864,0,7.788550052837446,8.688622307043769,0
NE,2017-04-01,2017Q2,4.3,5.4,41.0,31.8,10.6,11.2,303.0,78.2,3.986333333333333,-0.31366666666666676,2034.329938876424,306.41,6.336977268783639,2.9,155717.56334477675,5.166838705419385,8002.0,4077.0,47.0,220116.66666666666,-1.030921864,0,7.618413216860709,8.987571750367046,0
NE,2017-07-01,2017Q3,4.3,5.3,41.3,32.4,10.2,10.8,303.0,79.0,3.8841666666666668,-0.41583333333333306,2474.502793958898,309.81,5.531900398542078,2.9333333333333336,158233.39098655002,5.924704974228567,7132.0,4750.0,48.666666666666664,217621.0,-1.030921864,0,7.814198803445114,8.872487182278038,0
NE,2017-10-01,2017Q4,4.3,5.2,41.6,33.0,9.8,10.3,303.0,79.80000000000001,3.922333333333333,-0.3776666666666668,2140.206555904672,311.56,5.8611667969148185,3.0,160530.5686632047,6.154155750557178,5470.0,4985.0,56.666666666666664,210992.66666666666,-1.030921864,0,7.669124760304503,8.607216694063826,0
NE,2018-01-01,2018Q1,4.3,5.2,41.4,34.0,9.5,9.9,302.0,80.6,4.268833333333333,-0.031166666666666565,1965.256546480456,314.88,5.696351247020903,2.9,163037.37698483586,6.401037693528622,5970.0,4205.0,65.0,227808.33333333334,-1.900885607,0,7.583886783791208,8.694669696546992,0
